File;Sebesseg_atlag_globalis;Sebesseg_szoras_globalis;Sebesseg_atlag_horizontalis;Sebesseg_szoras_horizontalis;Sebesseg_atlag_vertikalis;Sebesseg_szoras_vertikalis;Gyorsulas_atlag_globalis;Gyorsulas_szoras_globalis;Gyorsulas_atlag_horizontalis;Gyorsulas_szoras_horizontalis;Gyorsulas_atlag_vertikalis;Gyorsulas_szoras_vertikalis;Meret_globalis;Meret_horizontalis;Meret_vertikalis;Nyomas_atlag;Ido_ossz;Ido_lent;Ido_fent
mondat-gyors_tempoval-1;2.759297384622649;2.688917846664777;1.3691583806818182;1.5634643507454602;2.0524502840909093;2.5128531873140205;12.301145083651718;686.3450935286901;5.218964893231995;419.8589729822585;10.731089395584512;563.0551695270234;40.20031393155099;15.1805;1.2610000000000001;17805.378551136364;20.121000000000006;13.35500000000001;6.766000000000003;
mondat-lassu_tempoval-1;1.5444275700109307;1.6350431895512039;0.8517050815473785;1.0861753713099034;1.0421401132228065;1.4378406464733782;2.5071353075182845;415.7027311510427;0.7273429161841182;269.77163287717997;2.649022412970911;329.03354376116226;37.59618960137605;15.494;0.985;14261.399514759401;43.85499999999987;23.458999999999936;20.395999999999958;
mondat-normal_tempoval-1;2.2893688675091153;2.41871157929791;1.18310845343964;1.4011139445907648;1.6522334662169063;2.2363430013385126;16.28365255132723;768.8103172110714;7.6918546235665035;354.6530099031641;13.267505110348887;696.6795806991834;38.32720180179639;14.888;1.1495;15702.590923029746;27.409000000000006;15.469000000000007;11.94;
szamok-gyors_tempoval-1;3.327352492787422;2.301008535916013;2.141382978723404;2.0398986213148413;1.943723404255319;1.9598843778546284;26.795784730279003;254.5929792628;22.196637426900587;223.02365843260196;11.461988304093568;171.28301823819953;8.721597277165644;6.1145000000000005;0.5425;19184.525531914893;3.975000000000001;2.221000000000001;1.7540000000000002;
szamok-lassu_tempoval-1;1.613139277919948;1.2586738534319681;1.0105721393034828;1.0770474756000397;0.9520004145936981;1.0486483965782056;1.3059086463625529;222.28325614921792;1.213927227101632;187.64668214950174;0.4753938380036245;189.35780787618972;12.43161340231239;9.945;0.6425;19743.297885572138;16.917000000000005;7.4100000000000055;9.507;
szamok-normal_tempoval-1;2.3622905175718096;1.6136595118348538;1.443979441997063;1.3135967570399996;1.4819383259911896;1.47565552839647;7.17903153474099;117.10840487170769;2.983508245877061;80.61572291120268;5.254872563718141;113.81820028509581;8.860001316040377;7.1205;0.4655;16380.129221732746;7.771000000000006;3.147000000000001;4.624000000000003;
szo_alairas-nagybetukkel-gyors_tempoval-1;2.680597216573068;2.1320621203617325;1.1664222873900294;1.2884474678433093;2.0986803519061588;2.0751369287812467;16.23619817832862;211.77791487674787;7.082066869300913;95.29029051082205;12.249240121580547;204.16138471821964;5.301351234816674;2.1390000000000002;0.581;15985.697947214076;2.8250000000000006;1.6200000000000006;1.205;
szo_alairas-nagybetukkel-gyors_tempoval-2;2.999008144001135;2.3239972847936143;1.3920634920634922;1.5889759026647259;2.2253968253968255;2.2315772475632056;10.231858266265274;176.70852026208823;6.931506849315069;109.87369196218282;4.9863013698630105;166.22912831395936;6.495214576003404;2.1985;0.644;17477.555555555555;2.6650000000000005;1.8180000000000005;0.8470000000000001;
szo_alairas-nagybetukkel-gyors_tempoval-3;2.7500430652050483;2.3991692602894075;1.1786616161616161;1.3845213871063762;2.1488636363636364;2.3227122928908726;11.973604189882124;182.32262607018845;7.041884816753928;98.10718214315659;7.69633507853403;175.61092148761892;6.391750785289548;2.119;0.649;19841.050505050505;2.899000000000001;1.9050000000000007;0.994;
szo_alairas-nagybetukkel-lassu_tempoval-1;1.3093145262688253;1.321309260206033;0.6808026030368762;0.8175310737085926;0.906941431670282;1.2270984836367944;0.7952311441225913;55.30706879513626;0.3964757709251099;34.9646969332307;0.5286343612334796;53.25884608852587;6.59143621275876;2.6025;0.627;16064.809110629067;8.261000000000005;4.356000000000003;3.9050000000000025;
szo_alairas-nagybetukkel-lassu_tempoval-2;1.2898973182456606;1.3163958395040536;0.6660443995963674;0.8401893580994643;0.9042381432896065;1.195639234219009;1.284716509011658;58.49934397164117;0.6448311156601841;36.888913941011104;1.0133060388945747;52.56469257834755;6.90128958193114;2.8685;0.6395000000000001;17078.11301715439;8.885000000000005;4.648000000000003;4.237000000000003;
szo_alairas-nagybetukkel-lassu_tempoval-3;1.373157394444571;1.3562318778313074;0.6844886363636362;0.8374309807967105;0.9907954545454545;1.254358511886843;1.8289557996728092;69.00432980227116;0.7505773672055425;40.64452053254197;1.420323325635104;64.28998429917962;6.582522373417879;2.6665;0.6900000000000001;18294.007954545454;8.377000000000006;4.108000000000002;4.269000000000002;
szo_alairas-nagybetukkel-normal_tempoval-1;2.2818123352004607;1.920878707704968;1.0083129584352077;1.0146985002015607;1.793398533007335;1.9062676034950514;8.10843905875575;143.5291088609468;4.253164556962025;71.17912301564776;5.367088607594938;141.41080985797495;5.460978092278819;2.11;0.616;13963.61858190709;3.429000000000001;1.9550000000000005;1.474;
szo_alairas-nagybetukkel-normal_tempoval-2;2.1630208959885104;1.915764284188372;1.030223880597015;1.1288067488483746;1.6166666666666667;1.8438099570035968;7.614764954930031;140.8471589957159;4.097938144329897;79.45666455458914;4.819587628865979;132.67749608294642;5.205888786311502;2.1470000000000002;0.522;14641.73631840796;3.3330000000000006;1.9240000000000008;1.4090000000000003;
szo_alairas-nagybetukkel-normal_tempoval-3;2.536978424792178;2.1095491978407526;1.240876777251185;1.3738824632154114;1.8427725118483411;2.015767500605064;19.14983560678907;235.1466932190552;5.416666666666667;90.62864822496785;15.735294117647054;229.82612466352617;6.1026667881178716;2.387;0.64;16905.329383886256;4.203000000000001;1.9900000000000009;2.2130000000000005;
szo_alairas-normal_betukkel-gyors_tempoval-1;3.307224686979116;4.102572579276522;1.6485294117647058;1.8303821020511755;2.5266042780748674;3.913714330332113;61.6370927344169;1571.9370468404663;31.5625;565.7981246282816;51.73913043478261;1478.7714191882192;5.881679440688831;1.7715;0.607;13726.390374331551;2.466000000000001;1.7830000000000013;0.6830000000000003;
szo_alairas-normal_betukkel-gyors_tempoval-2;3.133421303490052;3.4534727891821047;1.417696629213483;1.3840620797314098;2.492977528089887;3.4065194615900327;23.73246279436119;2039.844014586891;8.342857142857145;515.1954937057329;21.742857142857144;1978.4286960378743;5.675516033700778;1.651;0.651;16700.5;2.268000000000001;1.700000000000001;0.5680000000000002;
szo_alairas-normal_betukkel-gyors_tempoval-3;3.5314628303292754;4.315371848386704;1.6834710743801653;1.71662252994662;2.761157024793388;4.205806465790457;47.751345416631565;1210.022237673899;21.680672268907564;563.8746299576815;42.3109243697479;1159.5866626759762;6.038697827871938;1.8245;0.67;17156.683195592286;2.2020000000000004;1.734000000000001;0.468;
szo_alairas-normal_betukkel-lassu_tempoval-1;1.284506851189695;1.8849741878767474;0.6387474541751532;0.680349107229053;0.915936863543789;1.8695717318071114;22.03745786830478;702.2699654014714;4.354508196721311;155.07663804777542;21.62909836065574;693.6977049656406;5.608163597573785;2.047;0.5075000000000001;11241.73116089613;7.01699999999996;4.690999999999959;2.3260000000000014;
szo_alairas-normal_betukkel-lassu_tempoval-2;1.4557107556577353;1.8193915123308855;0.7200128700128701;0.7061791073256798;1.046203346203346;1.8218010873565658;16.453765629039225;632.7599338969733;1.4915693904020753;109.27769393001859;16.17380025940337;632.4192455082228;5.138925443915616;1.978;0.5475;12921.779922779922;6.4449999999999825;3.6779999999999804;2.767000000000002;
szo_alairas-normal_betukkel-lassu_tempoval-3;1.4213346241614304;1.9983214544660848;0.7168574401664939;0.7682106928066409;0.9914672216441212;1.9806386022843698;11.507361860008741;583.3120928402662;0.9109947643979055;162.37280945664176;11.267015706806284;577.415043873204;5.910895394117235;2.2175000000000002;0.542;13477.837669094693;7.200999999999964;4.580999999999962;2.620000000000002;
szo_alairas-normal_betukkel-normal_tempoval-1;2.678947767775385;3.6429360082178635;1.2891463414634146;1.2408339064766984;1.9745121951219513;3.653420099110282;0.621903459329981;974.0011314053774;10.396039603960396;330.1167534000726;-1.831683168316831;960.9342666065932;4.995587887632229;1.836;0.519;10563.075609756097;3.2170000000000005;1.9409999999999998;1.2760000000000007;
szo_alairas-normal_betukkel-normal_tempoval-2;2.743361560197275;3.5514806727729202;1.3233082706766923;1.1872001487490396;2.0226817042606524;3.5944775348180826;55.96678706697498;1236.6545993480718;8.575063613231553;150.1619315559346;55.11450381679389;1220.0715574135343;5.152040067919729;1.8465;0.5395;12439.263157894737;3.5120000000000027;1.876000000000001;1.636000000000001;
szo_alairas-normal_betukkel-normal_tempoval-3;2.9596441243422116;3.3242225612672898;1.5122448979591836;1.4136508536209917;2.1336734693877553;3.3124150009133393;14.29503447793434;1579.8403488705972;3.523316062176166;468.7554028432133;12.99222797927462;1541.7613816575777;5.510248999559978;2.0260000000000002;0.6385000000000001;14599.415816326531;3.140000000000002;1.8470000000000009;1.2930000000000004;
